wetland	bins	bin_length	num_contigs	N50	GC_content	Completeness	Contamination	Strain heterogeneity	domain	phylum	class	order	family	genus	species	metaG_T0_rpkm	metaG_anoxicT1_rpkm	metaG_anoxicT2_rpkm	metaG_anoxicT3_rpkm	metaG_anoxicT4_rpkm	metaG_oxicT1_rpkm	metaG_oxicT2_rpkm	metaG_oxicT3_rpkm	metaG_oxicT4_rpkm	metaT_T0_RPKM	metaT_oxicT1_rpkm	metaT_oxicT2_rpkm	metaT_anoxicT1_rpkm	metaT_anoxicT2_rpkm
Saltmarsh	bin_146	2901549	619	4790	54.31874227	73.39	2.15	50	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfacyla	s__	0.069	0.084	NA	0.217	NA	0.054	0.023	NA	NA	0.066	0.021	0.025	0.041	NA
Saltmarsh	bin_147	2343113	114	34541	53.05330103	90.19	4.98	16.67	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__RBG-16-48-13	f__GCA-020355125	g__	s__	0.402	0.342	NA	0.017	NA	0.256	0.152	NA	NA	0.121	0.052	0.069	0.100	NA
Saltmarsh	bin_148	2858346	503	6498	34.76329699	87.82	9.19	25	d__Bacteria	p__Atribacterota	c__JS1	o__SB-45	f__34-128	g__	s__	0.376	0.550	NA	1.320	NA	0.160	0.031	NA	NA	0.029	0.012	0.008	0.041	NA
Saltmarsh	bin_149	2238171	266	10173	42.14655576	90.97	4.57	45.45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiomicrospirales	f__Thiomicrospiraceae	g__Hydrogenovibrio	s__	0.006	0.005	NA	0.000	NA	0.408	0.221	NA	NA	0.007	0.052	0.022	0.001	NA
Saltmarsh	bin_15	3270650	227	20883	59.25143498	94.59	1.53	18.18	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA5972	s__	0.003	0.002	NA	0.000	NA	0.363	0.147	NA	NA	0.031	0.113	0.132	0.045	NA
Saltmarsh	bin_150	1853967	105	33082	41.09096256	89.6	1.66	0	d__Archaea	p__Thermoplasmatota	c__E2	o__DHVEG-1	f__DHVEG-1	g__SM1-50	s__	0.143	0.166	NA	0.083	NA	0.171	0.160	NA	NA	0.007	0.003	0.003	0.006	NA
Saltmarsh	bin_151	2261372	131	30149	37.76271257	92.39	0	0	d__Bacteria	p__WOR-3	c__UBA3072	o__UBA3072	f__UBA3072	g__JAFGHJ01	s__	0.169	0.169	NA	0.080	NA	0.173	0.098	NA	NA	0.075	0.040	0.051	0.067	NA
Saltmarsh	bin_152	2041877	409	5265	55.50545747	60.64	1.59	25	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA3077	s__	0.006	0.006	NA	0.003	NA	0.221	0.098	NA	NA	0.001	0.004	0.003	0.000	NA
Saltmarsh	bin_153	4250301	591	8996	65.7975973	79.32	3.13	0	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__	s__	0.167	0.163	NA	0.024	NA	0.109	0.062	NA	NA	0.038	0.012	0.016	0.081	NA
Saltmarsh	bin_154	1307870	132	12477	32.13309892	62.5	0.09	0	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__IGN3	s__	0.014	0.075	NA	0.753	NA	0.029	0.016	NA	NA	0.030	0.036	0.071	0.067	NA
Saltmarsh	bin_155	2212502	306	8318	67.40221971	64.11	3.45	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__JAKALB01	s__	0.008	0.008	NA	0.002	NA	0.427	0.468	NA	NA	0.005	0.030	0.026	0.004	NA
Saltmarsh	bin_156	2400860	139	30030	43.91405074	99.07	6.07	0	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__SG8-32-3	s__	0.681	0.732	NA	0.203	NA	0.701	0.367	NA	NA	0.052	0.027	0.032	0.106	NA
Saltmarsh	bin_157	2747191	493	6183	58.49568331	78.03	2.15	0	d__Bacteria	p__Planctomycetota	c__E44-bin39	o__E44-bin39	f__	g__	s__	0.142	0.110	NA	0.004	NA	0.079	0.047	NA	NA	0.071	0.025	0.028	0.130	NA
Saltmarsh	bin_158	3454933	134	37214	67.09264846	94.17	4.3	31.58	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Acidimangrovimonas	s__	0.005	0.005	NA	0.003	NA	1.027	1.299	NA	NA	0.002	0.062	0.029	0.001	NA
Saltmarsh	bin_159	3338878	304	15237	32.90826842	90.2	3.36	52	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Yeosuana	s__	0.009	0.058	NA	0.031	NA	0.583	0.298	NA	NA	0.003	0.053	0.028	0.004	NA
Saltmarsh	bin_16	3246115	351	12205	46.84026716	60.34	0	0	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__JAFGPS01	s__	0.275	0.251	NA	0.078	NA	0.173	0.146	NA	NA	0.149	0.036	0.043	0.373	NA
Saltmarsh	bin_160	3287019	479	8266	65.50581026	87.15	3.85	0	d__Bacteria	p__JAGLTZ01	c__JAGLTZ01	o__JAGLTZ01	f__JAGLTZ01	g__	s__	0.128	0.096	NA	0.028	NA	0.091	0.063	NA	NA	0.012	0.009	0.009	0.025	NA
Saltmarsh	bin_161	2199714	193	20333	58.80335073	93.23	6.8	6.67	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__SKVJ01	s__	0.165	0.191	NA	0.015	NA	0.107	0.047	NA	NA	0.036	0.014	0.011	0.074	NA
Saltmarsh	bin_162	4738299	110	81547	39.63212178	99.05	4.05	9.09	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__JAFGPL01	s__	0.620	0.700	NA	0.359	NA	0.733	0.454	NA	NA	0.024	0.014	0.028	0.073	NA
Saltmarsh	bin_163	3039694	321	13850	37.04746239	82.89	3.23	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA1556	g__	s__	0.002	0.049	NA	0.420	NA	0.002	0.001	NA	NA	0.005	0.003	0.005	0.016	NA
Saltmarsh	bin_164	3192733	273	17271	53.44107801	96	6.05	27.27	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__JAFGTF01	s__	0.292	0.354	NA	0.108	NA	0.235	0.099	NA	NA	0.014	0.006	0.010	0.034	NA
Saltmarsh	bin_165	2590013	623	4253	36.47003551	62.1	3.45	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Ancylomarina	s__	0.095	0.114	NA	0.012	NA	0.068	0.043	NA	NA	0.101	0.003	0.002	0.020	NA
Saltmarsh	bin_166	2222136	193	17637	47.73444236	94.94	0.56	100	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__	s__	0.357	0.487	NA	0.650	NA	0.465	0.440	NA	NA	0.113	0.075	0.085	0.037	NA
Saltmarsh	bin_167	3886292	235	25506	48.18814954	98.4	3.2	0	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__	s__	0.130	0.158	NA	0.085	NA	0.114	0.059	NA	NA	0.024	0.008	0.011	0.034	NA
Saltmarsh	bin_168	1613700	337	4979	48.20257842	66.65	4.3	0	d__Bacteria	p__Omnitrophota	c__Koll11	o__Zapsychrales	f__JANLHA01	g__JAGLNJ01	s__	0.150	0.075	NA	0.005	NA	0.070	0.029	NA	NA	0.074	0.025	0.027	0.038	NA
Saltmarsh	bin_169	4260310	297	24693	60.77748863	95.33	5.61	0	d__Archaea	p__Hadarchaeota	c__Hadarchaeia	o__	f__	g__	s__	0.179	0.141	NA	0.006	NA	0.097	0.058	NA	NA	0.028	0.013	0.014	0.029	NA
Saltmarsh	bin_17	854441	6	218990	42.02085713	56.4	0	0	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__GWA2-44-7	f__UBA8517	g__	s__	0.457	0.516	NA	0.719	NA	0.374	0.291	NA	NA	0.015	0.008	0.014	0.026	NA
Saltmarsh	bin_170	4369583	403	15741	34.88969013	90	9.29	45.45	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__G020354785	s__	0.441	0.547	NA	0.483	NA	0.491	0.279	NA	NA	0.010	0.007	0.010	0.013	NA
Saltmarsh	bin_171	2866672	264	16388	40.72162569	92.74	2.15	80	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__JAIVHO01	s__	0.012	0.112	NA	2.903	NA	0.007	0.006	NA	NA	0.001	0.000	0.001	0.004	NA
Saltmarsh	bin_172	4186818	451	12083	69.31496123	89.54	3.91	33.33	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__70-18	s__	0.003	0.002	NA	0.001	NA	0.303	0.369	NA	NA	0.003	0.176	0.079	0.002	NA
Saltmarsh	bin_173	1015315	44	37898	45.81683935	88.32	0.93	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__JAGWAF01	g__JAFGCE01	s__	0.213	0.196	NA	0.009	NA	0.156	0.086	NA	NA	0.172	0.066	0.053	0.088	NA
Saltmarsh	bin_174	3520617	451	9841	45.86658243	83.17	4.86	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA2162	g__MGML01	s__	0.370	0.282	NA	0.081	NA	0.277	0.077	NA	NA	0.162	0.059	0.051	0.356	NA
Saltmarsh	bin_175	2634417	432	7070	32.31104337	76.9	5.09	70	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Yeosuana	s__	0.069	0.505	NA	0.635	NA	0.191	0.119	NA	NA	0.023	0.024	0.023	0.032	NA
Saltmarsh	bin_176	3110389	625	5202	64.0561431	66.52	1.7	50	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__G020352895	g__G020352895	s__	0.170	0.120	NA	0.005	NA	0.080	0.037	NA	NA	0.015	0.004	0.003	0.057	NA
Saltmarsh	bin_177	2447432	430	6414	67.86012449	66.38	0.2	0	d__Bacteria	p__VGIX01	c__VGIX01	o__VGIX01	f__VGIX01	g__	s__	0.071	0.087	NA	0.034	NA	0.097	0.119	NA	NA	0.066	0.033	0.047	0.139	NA
Saltmarsh	bin_178	1615112	37	72002	54.17779316	87.18	4.27	0	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__O2-12-FULL-45-9	g__	s__	0.138	0.159	NA	0.040	NA	0.164	0.123	NA	NA	0.028	0.023	0.032	0.030	NA
Saltmarsh	bin_179	1077860	52	34908	36.62357249	84.58	0	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__JAGVZT01	g__	s__	0.403	0.390	NA	0.131	NA	0.410	0.223	NA	NA	0.099	0.042	0.052	0.138	NA
Saltmarsh	bin_18	4073685	171	40204	47.87094342	91.23	2.56	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__SOIA01	s__	0.331	0.233	NA	0.020	NA	0.248	0.108	NA	NA	0.077	0.030	0.029	0.041	NA
Saltmarsh	bin_180	3582702	482	9680	37.01760929	92.62	3.77	50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Hanamia	s__	0.001	0.001	NA	0.001	NA	0.051	0.753	NA	NA	0.037	0.048	0.114	0.086	NA
Saltmarsh	bin_181	1861417	71	33301	56.02785073	64.86	0.68	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__SPBP01	f__SPBP01	g__SPBP01	s__SPBP01 sp004525935	0.002	0.001	NA	1.357	NA	0.001	0.001	NA	NA	0.000	0.000	0.000	0.000	NA
Saltmarsh	bin_182	1275932	165	9684	49.53081266	71.75	0.99	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__RBG-13-51-36	s__	0.452	0.453	NA	0.350	NA	0.391	0.184	NA	NA	0.155	0.050	0.043	0.040	NA
Saltmarsh	bin_183	3440859	98	67601	43.49033705	96.95	1.82	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__GCA-2746365	s__	0.396	0.233	NA	0.027	NA	0.611	0.258	NA	NA	0.246	0.235	0.269	0.320	NA
Saltmarsh	bin_184	4356292	166	59827	50.31634129	62.12	1.82	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__	s__	0.109	0.155	NA	0.195	NA	0.077	0.049	NA	NA	0.001	0.001	0.000	0.002	NA
Saltmarsh	bin_185	3517012	163	31766	46.93632379	96.72	2.5	14.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__SR-FBR-E99	s__	0.230	0.398	NA	6.530	NA	0.288	0.293	NA	NA	0.011	0.004	0.010	0.022	NA
Saltmarsh	bin_186	2912299	357	11142	47.68533244	69.61	7.45	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Brevefilum	s__	0.084	0.129	NA	0.097	NA	0.078	0.074	NA	NA	0.004	0.003	0.003	0.011	NA
Saltmarsh	bin_187	1598598	351	4564	42.46499661	56.74	0.99	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA2162	g__G020354275	s__	0.167	0.103	NA	0.007	NA	0.069	0.020	NA	NA	0.008	0.001	0.001	0.008	NA
Saltmarsh	bin_188	2656747	141	34185	65.23494165	92.87	4.94	68.42	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Demequinaceae	g__Demequina	s__	0.013	0.250	NA	0.183	NA	2.637	3.154	NA	NA	0.002	0.130	0.310	0.013	NA
Saltmarsh	bin_189	3401419	163	33605	46.69453942	95.16	1.72	77.78	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAGNHN01	g__JAGNHN01	s__	0.001	0.084	NA	0.752	NA	0.002	0.001	NA	NA	0.003	0.003	0.005	0.025	NA
Saltmarsh	bin_19	3539431	731	4994	44.07758917	76.24	3.01	40	d__Bacteria	p__Spirochaetota	c__UBA4802	o__UBA4802	f__JAFGDQ01	g__	s__	0.225	0.160	NA	0.026	NA	0.080	0.045	NA	NA	0.063	0.033	0.049	0.171	NA
Saltmarsh	bin_190	5009105	203	51202	47.78635526	88.66	5.56	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__	0.135	0.190	NA	0.218	NA	0.209	0.122	NA	NA	0.007	0.005	0.008	0.011	NA
Saltmarsh	bin_191	4643634	164	48749	49.4908757	58.18	2.91	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__	s__	0.119	0.186	NA	0.182	NA	0.105	0.145	NA	NA	0.097	0.063	0.079	0.562	NA
Saltmarsh	bin_192	4061001	322	21057	67.53434622	91.2	4.81	0	d__Bacteria	p__Armatimonadota	c__CAIYQO01	o__WVXJ01	f__DTIZ01	g__GCA-020344235	s__	0.226	0.255	NA	0.041	NA	0.241	0.123	NA	NA	0.032	0.013	0.016	0.053	NA
Saltmarsh	bin_193	3681350	146	50141	43.78477611	92.08	4.27	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__WJMT01	s__	0.212	0.292	NA	0.128	NA	0.430	0.145	NA	NA	0.024	0.020	0.020	0.062	NA
Saltmarsh	bin_194	2540959	96	45966	31.62680272	93.38	3.06	21.74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__CG1-02-35-72	s__	0.023	0.604	NA	0.012	NA	4.460	2.203	NA	NA	0.056	0.275	0.297	0.072	NA
Saltmarsh	bin_195	1379013	266	5770	61.67892185	51.88	1.72	0	d__Bacteria	p__4484-113	c__4484-113	o__4484-113	f__4484-113	g__JAGGTK01	s__	0.066	0.074	NA	0.058	NA	0.087	0.057	NA	NA	0.020	0.008	0.009	0.069	NA
Saltmarsh	bin_196	1434171	201	8784	35.68722328	70.09	6.07	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR4	g__JACPJP01	s__	0.146	0.135	NA	0.089	NA	0.112	0.053	NA	NA	0.001	0.000	0.001	0.002	NA
Saltmarsh	bin_197	6361791	463	24349	58.90574354	87.84	4.32	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__UBA8416	f__	g__	s__	0.003	0.003	NA	0.747	NA	0.002	0.001	NA	NA	0.003	0.001	0.001	0.003	NA
Saltmarsh	bin_198	3524001	52	111768	32.50049618	55.03	3.27	25	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	o__CR-4	f__SOKP01	g__SOKP01	s__	0.422	0.508	NA	0.313	NA	0.492	0.259	NA	NA	0.109	0.068	0.107	0.132	NA
Saltmarsh	bin_199	4165568	577	9157	40.20717057	88.8	6.56	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__UBA6244	s__	0.007	0.064	NA	0.363	NA	0.006	0.004	NA	NA	0.011	0.008	0.015	0.045	NA
Saltmarsh	bin_2	6307391	289	36021	52.62336757	88.18	5.64	28.57	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11858	g__G519	s__	0.863	0.939	NA	0.076	NA	0.567	0.658	NA	NA	0.021	0.012	0.012	0.101	NA
Saltmarsh	bin_20	5722782	1286	4527	63.26361511	64.33	5.98	20	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__JAFGRD01	s__	0.105	0.142	NA	0.120	NA	0.028	0.026	NA	NA	0.001	0.001	0.001	0.002	NA
Saltmarsh	bin_200	975298	81	20131	51.68507237	66.17	0.99	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__	0.188	0.194	NA	0.014	NA	0.074	0.044	NA	NA	0.223	0.070	0.061	0.352	NA
Saltmarsh	bin_201	2113060	367	6485	64.14457787	77.47	1.28	0	d__Bacteria	p__RBG-13-66-14	c__B26-G2	o__WVWN01	f__WVWN01	g__WVWN01	s__	0.089	0.109	NA	0.015	NA	0.098	0.083	NA	NA	0.001	0.001	0.001	0.004	NA
Saltmarsh	bin_202	2566747	346	8991	58.37909611	82.63	3.64	22.22	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__	s__	0.100	0.089	NA	0.036	NA	0.084	0.079	NA	NA	0.008	0.004	0.004	0.006	NA
Saltmarsh	bin_203	1523114	68	36594	56.14951595	99.73	0	0	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__JAAEEP01	g__JAAEEP01	s__	0.299	0.068	NA	0.007	NA	0.092	0.049	NA	NA	0.130	0.055	0.055	0.153	NA
Saltmarsh	bin_204	1905013	235	10043	54.62661068	74.59	1.1	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__JAFGPF01	s__	0.887	0.751	NA	0.232	NA	0.531	0.123	NA	NA	0.039	0.015	0.012	0.086	NA
Saltmarsh	bin_205	2865782	80	64423	49.25900149	97.8	1.1	100	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__	s__	0.224	0.269	NA	0.082	NA	0.250	0.143	NA	NA	0.075	0.039	0.056	0.052	NA
Saltmarsh	bin_206	2795724	617	4712	60.3555332	70.18	9.04	20	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__B3-Chlor	g__B3-Chlor	s__	0.112	0.132	NA	0.029	NA	0.087	0.076	NA	NA	0.026	0.019	0.019	0.008	NA
Saltmarsh	bin_207	3784557	193	34228	46.06588736	96.64	0.55	0	d__Bacteria	p__AABM5-125-24	c__RPQS01	o__	f__	g__	s__	0.372	0.401	NA	0.094	NA	0.388	0.218	NA	NA	0.028	0.018	0.018	0.064	NA
Saltmarsh	bin_208	1325543	169	10994	40.53003361	77.46	8.13	28.57	d__Archaea	p__Thermoplasmatota	c__E2	o__UBA202	f__UBA202	g__UBA202	s__	0.170	0.192	NA	0.062	NA	0.189	0.153	NA	NA	0.003	0.001	0.002	0.004	NA
Saltmarsh	bin_209	1675085	415	4107	41.82481748	50.47	9.11	50	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BIN-L-1	s__	0.121	0.157	NA	0.214	NA	0.113	0.069	NA	NA	0.072	0.027	0.031	0.021	NA
Saltmarsh	bin_21	3631998	206	33215	42.01522929	97.85	3.76	22.22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__JAIVHO01	s__	0.006	0.037	NA	1.112	NA	0.003	0.003	NA	NA	0.022	0.025	0.034	0.063	NA
Saltmarsh	bin_210	2731464	503	5955	53.03490247	79.15	9.89	20	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__MSB-5A5	f__SM1-73	g__SM23-73-3	s__	0.087	0.095	NA	0.025	NA	0.095	0.039	NA	NA	0.003	0.001	0.001	0.004	NA
Saltmarsh	bin_211	3307802	551	7019	53.41745824	76.54	1.39	0	d__Bacteria	p__4484-113	c__JAJVIF01	o__	f__	g__	s__	0.089	0.115	NA	0.069	NA	0.126	0.083	NA	NA	0.024	0.010	0.014	0.015	NA
Saltmarsh	bin_212	817345	32	46606	42.95766309	66.83	0	0	d__Bacteria	p__Patescibacteria	c__ABY1	o__JAHJFT01	f__JAHJFT01	g__	s__	0.485	0.650	NA	1.123	NA	0.647	0.496	NA	NA	0.023	0.014	0.013	0.021	NA
Saltmarsh	bin_213	3101943	117	40648	59.87991679	77.93	1.72	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Thioclava	s__Thioclava sp016937195	0.018	0.020	NA	0.009	NA	1.453	1.381	NA	NA	0.039	0.154	0.104	0.086	NA
Saltmarsh	bin_214	5920349	517	17718	63.83437916	90.91	5.76	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__PWVB01	s__	0.046	0.081	NA	0.302	NA	0.023	0.020	NA	NA	0.046	0.030	0.028	0.061	NA
Saltmarsh	bin_215	3431128	546	7100	68.8467173	88.76	1.33	33.33	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__IMCC34051	s__	0.061	0.088	NA	0.151	NA	0.093	0.063	NA	NA	0.018	0.044	0.054	0.033	NA
Saltmarsh	bin_216	3110317	166	28679	57.20665212	93.05	7.45	95	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__	0.062	0.053	NA	0.002	NA	1.105	0.897	NA	NA	0.010	0.053	0.042	0.003	NA
Saltmarsh	bin_217	2062708	125	22587	53.70878909	88.68	1.72	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RZYC01	f__	g__	s__	0.000	0.000	NA	0.481	NA	0.000	0.000	NA	NA	0.038	0.017	0.015	0.037	NA
Saltmarsh	bin_218	7696515	984	10314	60.86967996	87.5	6.16	28.57	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__PLanc-01	s__	0.084	0.096	NA	0.188	NA	0.084	0.031	NA	NA	0.007	0.002	0.002	0.020	NA
Saltmarsh	bin_219	2262960	478	4764	43.86384065	58.61	6.98	0	d__Bacteria	p__Marinisomatota	c__UBA2242	o__UBA2242	f__UBA2242	g__	s__	0.134	0.087	NA	0.012	NA	0.084	0.042	NA	NA	0.004	0.001	0.001	0.006	NA
Saltmarsh	bin_22	804752	120	8615	39.72501693	58.84	1.72	0	d__Bacteria	p__Patescibacteria	c__WWE3	o__UBA101185	f__UBA10185	g__JAFGOI01	s__	0.047	0.061	NA	0.156	NA	0.050	0.059	NA	NA	0.014	0.009	0.011	0.028	NA
Saltmarsh	bin_23	2225877	408	5897	56.64955411	76.42	2.63	23.53	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA9214	f__UBA9214	g__UBA9214	s__	0.100	0.106	NA	0.051	NA	0.073	0.064	NA	NA	0.293	0.197	0.248	0.357	NA
Saltmarsh	bin_24	2824339	95	56561	46.99242689	74.68	0.79	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAGOPY01	g__	s__	0.026	0.033	NA	0.532	NA	0.025	0.015	NA	NA	0.001	0.000	0.001	0.002	NA
Saltmarsh	bin_25	625612	50	20119	44.69494777	72.9	2.34	33.33	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__CG10238-14	f__	g__	s__	0.154	0.163	NA	0.064	NA	0.138	0.073	NA	NA	0.053	0.027	0.025	0.032	NA
Saltmarsh	bin_26	2814563	450	7341	38.37575858	82.07	3.56	88.89	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__	s__	0.001	0.001	NA	0.000	NA	1.169	0.467	NA	NA	0.000	0.062	0.037	0.000	NA
Saltmarsh	bin_27	757921	142	5586	42.86641771	55.12	0.08	100	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__UBA1369	f__UBA1369	g__	s__	0.061	0.081	NA	0.116	NA	0.059	0.042	NA	NA	0.057	0.027	0.039	0.228	NA
Saltmarsh	bin_28	2014516	189	14409	45.377172	93.69	5.41	12.5	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__SG8-32-3	s__	0.286	0.300	NA	0.206	NA	0.330	0.140	NA	NA	0.012	0.017	0.015	0.083	NA
Saltmarsh	bin_29	925384	130	8089	56.96386262	66.91	3.58	80	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__E44-bin88	g__E44-bin88	s__	0.421	0.214	NA	0.060	NA	0.235	0.098	NA	NA	0.036	0.016	0.019	0.016	NA
Saltmarsh	bin_3	5815767	568	14065	54.39737595	92.73	5.03	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__JAJZSS01	s__	0.127	0.233	NA	0.365	NA	0.121	0.131	NA	NA	0.021	0.017	0.025	0.105	NA
Saltmarsh	bin_30	2542247	163	32479	59.41227786	95.33	3.27	20	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__TCS64	f__TCS64	g__BS750m-G28	s__	0.346	0.319	NA	0.075	NA	0.318	0.148	NA	NA	0.022	0.010	0.010	0.026	NA
Saltmarsh	bin_31	5252963	434	17794	62.11712399	94.47	5.44	29.41	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Solirhodobacter	s__	0.006	0.007	NA	0.005	NA	0.726	0.846	NA	NA	0.002	0.029	0.010	0.001	NA
