wetland	bins	metaG_T0	metaG_T1_anoxic	metaG_T2_anoxic	metaG_T3_anoxic	metaG_T4_anoxic	metaG_T1_oxic	metaG_T2_oxic	metaG_T3_oxic	metaG_T4_oxic	metaT_T0	metaT_T1_oxic	metaT_T2_oxic	metaT_T1_anoxic	metaT_T2_anoxic	GC_content	Completeness	Contamination	Strain heterogeneity	domain	phylum	class	order	family	genus	species
saltmarsh	bin_14	59793.22	59386.53333	2637.033333	NA	NA	38936.48	12036.6	NA	NA	15105.63333	7252.353333	4810.486667	10748.13333	NA	53.76943953	58.38	0.99	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__JADFUZ01	s__
saltmarsh	bin_140	72905.32667	121917.7867	71090.12	NA	NA	63422.72667	64258.52	NA	NA	6095.726667	7244.16	10044.03333	17792.84667	NA	52.1960895	95.48	6.98	5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__GCA-2748055	g__GCA-2748055	s__
saltmarsh	bin_141	51534.54	80982.52	104569.1467	NA	NA	73596.26	32230.46	NA	NA	2528.006667	2434.88	1703.986667	4913.68	NA	63.26753407	90.11	1.1	0	d__Bacteria	p__Fermentibacterota	c__JAFGKV01	o__	f__	g__	s__
saltmarsh	bin_142	175.92	325.8266667	229.56	NA	NA	9360.44	104117.3733	NA	NA	71.56	2873.233333	8967.213333	40.46666667	NA	68.86433466	71.46	2.85	16.67	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__SSC3	s__
saltmarsh	bin_143	45912.76	51912.78	32517.80667	NA	NA	37901.49333	15011.92	NA	NA	1496.533333	998.1533333	837.7733333	1934.72	NA	45.01967096	63	3.95	14.29	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__PGXB01	g__	s__
saltmarsh	bin_144	71850.03333	57626.31333	11750.18	NA	NA	49006.69333	22176.32	NA	NA	4448.12	3883.726667	2961.613333	3799.466667	NA	40.22774956	62.56	9.56	60	d__Archaea	p__Asgardarchaeota	c__Thorarchaeia	o__Thorarchaeales	f__Thorarchaeaceae	g__	s__
saltmarsh	bin_145	17229.69333	16927.62	3804.44	NA	NA	15285.88	7345.206667	NA	NA	23.16	12.51333333	38.62	43.96666667	NA	49.41973008	62.69	8.41	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA11576	g__	s__
saltmarsh	bin_146	32986.06	41637.35333	104167.3067	NA	NA	25779.51333	9747.186667	NA	NA	36697.99333	18222.81333	17504.14	17600.26	NA	54.31874227	73.39	2.15	50	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfacyla	s__
saltmarsh	bin_147	155502.9467	136565.4133	6463.246667	NA	NA	99442.38667	53033.82	NA	NA	54236.44667	36604.40667	39247.21333	34600.81333	NA	53.05330103	90.19	4.98	16.67	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__RBG-16-48-13	f__GCA-020355125	g__	s__
saltmarsh	bin_148	177527.2733	267888.0867	622688.4267	NA	NA	75866.24	13216.84667	NA	NA	15674.25333	10785.21333	5821.113333	17433.61333	NA	34.76329699	87.82	9.19	25	d__Bacteria	p__Atribacterota	c__JS1	o__SB-45	f__34-128	g__	s__
saltmarsh	bin_149	2356.886667	1852.18	60.77333333	NA	NA	151646.5933	73702.12667	NA	NA	2930.313333	35381.88	12093.73333	398.0266667	NA	42.14655576	90.97	4.57	45.45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiomicrospirales	f__Thiomicrospiraceae	g__Hydrogenovibrio	s__
saltmarsh	bin_15	1431.546667	1273.266667	243.5933333	NA	NA	197118.1933	71693.81333	NA	NA	19388.02667	111861.1067	105178.0733	22018.94	NA	59.25143498	94.59	1.53	18.18	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA5972	s__
saltmarsh	bin_150	43719.24	52537.28	25521.18667	NA	NA	52613.85333	44167.14	NA	NA	2386.446667	1875.92	1340.8	1765.32	NA	41.09096256	89.6	1.66	0	d__Archaea	p__Thermoplasmatota	c__E2	o__DHVEG-1	f__DHVEG-1	g__SM1-50	s__
saltmarsh	bin_151	63099.44	65223.88	29942.65333	NA	NA	65039.88	32871.80667	NA	NA	32194.04667	27586.42	28368.84	22466.70667	NA	37.76271257	92.39	0	0	d__Bacteria	p__WOR-3	c__UBA3072	o__UBA3072	f__UBA3072	g__JAFGHJ01	s__
saltmarsh	bin_152	2085.84	2035.64	1003.906667	NA	NA	74751.47333	29909.14667	NA	NA	229.74	2209.28	1451.246667	48.29333333	NA	55.50545747	60.64	1.59	25	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA3077	s__
saltmarsh	bin_153	117416.7867	118068.6	16591.31333	NA	NA	77072.88	39069.29333	NA	NA	30784.32	15226.44667	16122.83333	51094.24	NA	65.7975973	79.32	3.13	0	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__	s__
saltmarsh	bin_154	2984.466667	16739.61333	162617.7667	NA	NA	6390.766667	3183.28	NA	NA	7592.466667	14373.21333	22744.06	12998.85333	NA	32.13309892	62.5	0.09	0	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__IGN3	s__
saltmarsh	bin_155	3051.2	3205.193333	549.0533333	NA	NA	156572.28	153866.9067	NA	NA	2174.753333	20036.75333	14041.72667	1187.38	NA	67.40221971	64.11	3.45	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__JAKALB01	s__
saltmarsh	bin_156	270045.54	299485.9733	80472.76667	NA	NA	279094.6467	130929.52	NA	NA	23816.88667	19740.38	18551.18	37582.65333	NA	43.91405074	99.07	6.07	0	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__SG8-32-3	s__
saltmarsh	bin_157	64332.24	51681.26	2007.866667	NA	NA	36179.43333	19022.21333	NA	NA	36990.83333	21019.68667	18651.02	52848.32667	NA	58.49568331	78.03	2.15	0	d__Bacteria	p__Planctomycetota	c__E44-bin39	o__E44-bin39	f__	g__	s__
saltmarsh	bin_158	2749.06	2991.393333	1652.233333	NA	NA	588597.7133	667735.12	NA	NA	1501.393333	64899.70667	24511.22667	708.1533333	NA	67.09264846	94.17	4.3	31.58	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Acidimangrovimonas	s__
saltmarsh	bin_159	4781.113333	32804.52	17313.02667	NA	NA	323174.66	147810.8	NA	NA	2225.053333	53590.9	23028.44	2222.52	NA	32.90826842	90.2	3.36	52	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Yeosuana	s__
saltmarsh	bin_16	147346.46	138910.8467	42048.80667	NA	NA	93380.18	70330.44	NA	NA	92574.80667	35360.01333	33828.46	179355.4933	NA	46.84026716	60.34	0	0	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__JAFGPS01	s__
saltmarsh	bin_160	69567.59333	53797.6	15410.76667	NA	NA	49366.74	30629.08	NA	NA	7799.013333	8799.153333	7542.993333	12249.74	NA	65.50581026	87.15	3.85	0	d__Bacteria	p__JAGLTZ01	c__JAGLTZ01	o__JAGLTZ01	f__JAGLTZ01	g__	s__
saltmarsh	bin_161	60102.3	71519.60667	5271.886667	NA	NA	39199.69333	15289.72	NA	NA	15310.88	9602.773333	5898.62	24141.02	NA	58.80335073	93.23	6.8	6.67	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__SKVJ01	s__
saltmarsh	bin_162	485154.3067	565645.62	280479.9667	NA	NA	576014.1933	319900.38	NA	NA	21961.55333	19820.72667	32789.70667	51511.20667	NA	39.63212178	99.05	4.05	9.09	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__JAFGPL01	s__
saltmarsh	bin_163	1081.166667	25617.58	210930.1533	NA	NA	926.34	646.7066667	NA	NA	2750.806667	3171.913333	3882.786667	7104.78	NA	37.04746239	82.89	3.23	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA1556	g__	s__
saltmarsh	bin_164	153923.9867	192776.5933	57015.09333	NA	NA	124494.24	47167.81333	NA	NA	8366.193333	5963.84	7590.12	15951.34	NA	53.44107801	96	6.05	27.27	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__JAFGTF01	s__
saltmarsh	bin_165	40827.00667	50127.92667	5201.033333	NA	NA	29203.40667	16637.48667	NA	NA	50185.78	2697.166667	1375.126667	7729.08	NA	36.47003551	62.1	3.45	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Ancylomarina	s__
saltmarsh	bin_166	130979.0267	184416.7867	238568.0533	NA	NA	171469.5933	145305.0533	NA	NA	48148.59333	50219.64	46380.93333	12106.12	NA	47.73444236	94.94	0.56	100	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__	s__
saltmarsh	bin_167	83497.41333	104634.9867	54416.29333	NA	NA	73501.33333	33991.89333	NA	NA	17561.08	9482.18	10890.46667	19414.38	NA	48.18814954	98.4	3.2	0	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__	s__
saltmarsh	bin_168	39905.94667	20750.01333	1209.053333	NA	NA	18752.66	6932.02	NA	NA	22725.22667	12392.46	10596.56667	9130.593333	NA	48.20257842	66.65	4.3	0	d__Bacteria	p__Omnitrophota	c__Koll11	o__Zapsychrales	f__JANLHA01	g__JAGLNJ01	s__
saltmarsh	bin_169	125875.1333	102173.34	4359.02	NA	NA	68243.85333	36481.30667	NA	NA	22571.02	17231.75333	14271.66	18091.72	NA	60.77748863	95.33	5.61	0	d__Archaea	p__Hadarchaeota	c__Hadarchaeia	o__	f__	g__	s__
saltmarsh	bin_17	64468.18	75187.39333	101463.24	NA	NA	52993.98667	37012.21333	NA	NA	2470.98	2175.413333	2864.606667	3241.166667	NA	42.02085713	56.4	0	0	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__GWA2-44-7	f__UBA8517	g__	s__
saltmarsh	bin_170	318080.8667	407518.6867	348142.0267	NA	NA	356263.1	181388.32	NA	NA	8255.92	9589.1	10520.21333	8580.146667	NA	34.88969013	90	9.29	45.45	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__G020354785	s__
saltmarsh	bin_171	5702.84	54897.68	1373896.227	NA	NA	3257.82	2549.226667	NA	NA	762	389.7533333	376.8666667	1566.953333	NA	40.72162569	92.74	2.15	80	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__JAIVHO01	s__
saltmarsh	bin_172	1833.28	1678.68	345.86	NA	NA	210282.6067	229906.66	NA	NA	2447.953333	222780.8267	80649.14	987.9466667	NA	69.31496123	89.54	3.91	33.33	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__70-18	s__
saltmarsh	bin_173	35679.96667	33963.49333	1535.073333	NA	NA	26265.2	13051.94667	NA	NA	33322.64667	20394.02667	13163.51333	13297.60667	NA	45.81683935	88.32	0.93	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__JAGWAF01	g__JAFGCE01	s__
saltmarsh	bin_174	215011.8	169124.9067	46816.07333	NA	NA	161823.7267	40391.91333	NA	NA	108796.42	62602.67333	43763.32	185924.6267	NA	45.86658243	83.17	4.86	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA2162	g__MGML01	s__
saltmarsh	bin_175	30195.22667	226726.5533	276186.38	NA	NA	83517.42667	46499.42667	NA	NA	11456.34	19124.47333	14725.05333	12343.24667	NA	32.31104337	76.9	5.09	70	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Yeosuana	s__
saltmarsh	bin_176	87153.3	63876.48667	2365.1	NA	NA	41339.60667	17160.49333	NA	NA	8708.673333	3630.013333	2381.466667	26120.52	NA	64.0561431	66.52	1.7	50	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__G020352895	g__G020352895	s__
saltmarsh	bin_177	28596.96667	36367.58667	13692.82	NA	NA	39527.77333	43361.61333	NA	NA	30854.2	24207.35333	28158.3	50302.66	NA	67.86012449	66.38	0.2	0	d__Bacteria	p__VGIX01	c__VGIX01	o__VGIX01	f__VGIX01	g__	s__
saltmarsh	bin_178	36814.66667	43795.33333	10756.5	NA	NA	43950.56667	29580	NA	NA	8765.173333	11360.07333	12512.67333	7071.253333	NA	54.17779316	87.18	4.27	0	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__O2-12-FULL-45-9	g__	s__
saltmarsh	bin_179	71798.34667	71697.06	23252.54	NA	NA	73368.35333	35823.02	NA	NA	20417.36	13600.31333	13582.15333	22043.16667	NA	36.62357249	84.58	0	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__JAGVZT01	g__	s__
saltmarsh	bin_18	222483.6933	161729.8267	13170.57333	NA	NA	167755.48	65281.39333	NA	NA	59694.77333	36306.99333	28469.04667	24857.17333	NA	47.87094342	91.23	2.56	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__SOIA01	s__
saltmarsh	bin_180	417.4733333	577.9866667	334.52	NA	NA	30242.78667	401278.9733	NA	NA	25517.53333	52186.49333	99874.5	45859.04667	NA	37.01760929	92.62	3.77	50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Hanamia	s__
saltmarsh	bin_181	476.4	313.6866667	416968.5533	NA	NA	204.9	172.8466667	NA	NA	10.32	6.993333333	2.893333333	19.02	NA	56.02785073	64.86	0.68	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__SPBP01	f__SPBP01	g__SPBP01	s__SPBP01 sp004525935
saltmarsh	bin_182	95364.38	98419.88667	73746.28667	NA	NA	82786.74	34985.6	NA	NA	37668.21333	19425.47333	13353.4	7494.026667	NA	49.53081266	71.75	0.99	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__RBG-13-51-36	s__
saltmarsh	bin_183	225380.2533	136459.7333	15283.52667	NA	NA	349044.8333	131954.98	NA	NA	161319.8467	244565.0267	226447.4933	163056.04	NA	43.49033705	96.95	1.82	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__GCA-2746365	s__
saltmarsh	bin_184	78668.32667	114925.6133	140139.46	NA	NA	55615.31333	31526.96	NA	NA	539.5266667	703.8266667	374.9266667	1219.753333	NA	50.31634129	62.12	1.82	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__	s__
saltmarsh	bin_185	133608.4267	238716.1	3791443.193	NA	NA	168276.5733	153168.5733	NA	NA	7385.62	4367.58	8235.153333	11298.66667	NA	46.93632379	96.72	2.5	14.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__SR-FBR-E99	s__
saltmarsh	bin_186	40340.07333	63929.81333	46519.22667	NA	NA	37716.94667	31872.82667	NA	NA	2387.673333	2845.8	2250.733333	4576.553333	NA	47.68533244	69.61	7.45	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Brevefilum	s__
saltmarsh	bin_187	44075.70667	28148.67333	1963.6	NA	NA	18411.00667	4834.346667	NA	NA	2504.553333	684.9733333	398.92	1993.486667	NA	42.46499661	56.74	0.99	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA2162	g__G020354275	s__
saltmarsh	bin_188	5662.006667	113084.4467	80307.6	NA	NA	1162447.567	1246352.76	NA	NA	889.7533333	104342.32	201417.3533	5128.853333	NA	65.23494165	92.87	4.94	68.42	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Demequinaceae	g__Demequina	s__
saltmarsh	bin_189	620.4533333	48537.02667	422080.1333	NA	NA	1081.586667	543.82	NA	NA	1693.86	3509.7	3753.16	12613.62	NA	46.69453942	95.16	1.72	77.78	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAGNHN01	g__JAGNHN01	s__
saltmarsh	bin_19	131619.2	96316.10667	15131.88	NA	NA	46803.54667	23672.20667	NA	NA	42877.24667	35793.75333	42170.85333	89785.46	NA	44.07758917	76.24	3.01	40	d__Bacteria	p__Spirochaetota	c__UBA4802	o__UBA4802	f__JAFGDQ01	g__	s__
saltmarsh	bin_190	111706.48	162275.9467	180664.28	NA	NA	173940.84	91063.13333	NA	NA	6541.5	6841.586667	9538.466667	8132.746667	NA	47.78635526	88.66	5.56	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__
saltmarsh	bin_191	91012.26	146959.5133	139505.7067	NA	NA	80796.08	99935.78	NA	NA	86037.76	88178.51333	89819.94667	386753.6533	NA	49.4908757	58.18	2.91	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__	s__
saltmarsh	bin_192	151787.3533	176166.1333	27506	NA	NA	162491.1667	74105.68667	NA	NA	24643.8	15902.94	16146.40667	32196.05333	NA	67.53434622	91.2	4.81	0	d__Bacteria	p__Armatimonadota	c__CAIYQO01	o__WVXJ01	f__DTIZ01	g__GCA-020344235	s__
saltmarsh	bin_193	129181.28	183357.0067	77587.70667	NA	NA	262465.0933	79209.04	NA	NA	16764.18667	22570.51333	17693.62667	33659.36	NA	43.78477611	92.08	4.27	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__WJMT01	s__
saltmarsh	bin_194	9727.053333	261773.2	5090.88	NA	NA	1880525.68	832579.3933	NA	NA	27285.46	211376.4	184300.2267	27291.28667	NA	31.62680272	93.38	3.06	21.74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__CG1-02-35-72	s__
saltmarsh	bin_195	14929.18667	17369.57333	13280.22	NA	NA	19853.76667	11669.20667	NA	NA	5147.573333	3214.573333	3029.84	14153.28667	NA	61.67892185	51.88	1.72	0	d__Bacteria	p__4484-113	c__4484-113	o__4484-113	f__4484-113	g__JAGGTK01	s__
saltmarsh	bin_196	34682.28	32993.28667	21005.56	NA	NA	26669.15333	11256.98	NA	NA	271.38	155.08	178.04	405.1066667	NA	35.68722328	70.09	6.07	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR4	g__JACPJP01	s__
saltmarsh	bin_197	3418.726667	3555.226667	784409.4933	NA	NA	1854.32	983.5733333	NA	NA	3054.106667	2150.593333	1535.626667	2848.813333	NA	58.90574354	87.84	4.32	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__UBA8416	f__	g__	s__
saltmarsh	bin_198	245937.7133	304940.8067	182352.9533	NA	NA	287549.1267	135999.16	NA	NA	73537.94667	72855.83333	92563.84667	69195.42667	NA	32.50049618	55.03	3.27	25	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	o__CR-4	f__SOKP01	g__SOKP01	s__
saltmarsh	bin_199	4526.353333	45675.9	249759.6067	NA	NA	4406.113333	2642.433333	NA	NA	8485.533333	10237.86	15104.13333	27491.5	NA	40.20717057	88.8	6.56	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__UBA6244	s__
saltmarsh	bin_2	899206.7067	1009981.3	79515.40667	NA	NA	593094.94	617268.7133	NA	NA	25299.77333	23175.45333	18765.81333	94388.97333	NA	52.62336757	88.18	5.64	28.57	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11858	g__G519	s__
saltmarsh	bin_20	99389.19333	138816.4	113239.7067	NA	NA	26941.2	22410.17333	NA	NA	988.02	1030.133333	1251.16	1393.486667	NA	63.26361511	64.33	5.98	20	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__JAFGRD01	s__
saltmarsh	bin_200	30232.05333	32304.2	2196.873333	NA	NA	11929.76	6394.893333	NA	NA	41591.84667	20687.18667	14662.02667	50941.32	NA	51.68507237	66.17	0.99	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__
saltmarsh	bin_201	30969.22667	39272.14667	5385.246667	NA	NA	34481.14667	26174.92667	NA	NA	567.8666667	373.0466667	418.8733333	1310.746667	NA	64.14457787	77.47	1.28	0	d__Bacteria	p__RBG-13-66-14	c__B26-G2	o__WVWN01	f__WVWN01	g__WVWN01	s__
saltmarsh	bin_202	42364.88667	38932.32	15392.17333	NA	NA	35779.71333	30162.05333	NA	NA	4075.033333	2862	2491.273333	2400.273333	NA	58.37909611	82.63	3.64	22.22	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__	s__
saltmarsh	bin_203	75340.23333	17719.79333	1874.126667	NA	NA	23282.54667	11060.90667	NA	NA	37802.5	25492.34667	20336.16	34604.93333	NA	56.14951595	99.73	0	0	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__JAAEEP01	g__JAAEEP01	s__
saltmarsh	bin_204	279365.66	243855.12	72952.85333	NA	NA	167974.9933	34877.1	NA	NA	14191.39333	8677.726667	5755.593333	24437.26	NA	54.62661068	74.59	1.1	100	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__JAFGPF01	s__
saltmarsh	bin_205	105960.9933	131206.3533	38637.32	NA	NA	119053.7933	60806.86667	NA	NA	40903.05333	33697.84	39437.78	21894.84667	NA	49.25900149	97.8	1.1	100	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__	s__
saltmarsh	bin_206	51807.64667	62750.66	13407.3	NA	NA	40565.51333	31556.8	NA	NA	13868.7	16441.15333	13290	3164.993333	NA	60.3555332	70.18	9.04	20	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__B3-Chlor	g__B3-Chlor	s__
saltmarsh	bin_207	232650.2267	258913.0933	59013.8	NA	NA	243461.7867	122934.8267	NA	NA	20120.97333	20049.76667	16481.64667	35978.89333	NA	46.06588736	96.64	0.55	0	d__Bacteria	p__AABM5-125-24	c__RPQS01	o__	f__	g__	s__
saltmarsh	bin_208	37229.02667	43293.1	13562.26667	NA	NA	41605.21333	30138.68	NA	NA	755.6933333	491.6533333	540.9666667	804.16	NA	40.53003361	77.46	8.13	28.57	d__Archaea	p__Thermoplasmatota	c__E2	o__UBA202	f__UBA202	g__UBA202	s__
saltmarsh	bin_209	33485.68	44872.56	59114.82	NA	NA	31449.44667	17093.82	NA	NA	23097.4	13739.38	12895.44	5296.92	NA	41.82481748	50.47	9.11	50	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BIN-L-1	s__
saltmarsh	bin_21	3395.573333	23057.66667	666579.7867	NA	NA	2012.433333	1605.38	NA	NA	15579.87333	27643.74	30208.12	33749.61333	NA	42.01522929	97.85	3.76	22.22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__JAIVHO01	s__
saltmarsh	bin_210	39091.82667	44163.56667	11278.23333	NA	NA	43130.09333	15925.97333	NA	NA	1364.74	1049.74	851.16	1427.333333	NA	53.03490247	79.15	9.89	20	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__MSB-5A5	f__SM1-73	g__SM23-73-3	s__
saltmarsh	bin_211	48854.18667	65009.83333	37917.38	NA	NA	68940.94667	40682.09333	NA	NA	15182.96667	10237.92667	11028.45333	7299.693333	NA	53.41745824	76.54	1.39	0	d__Bacteria	p__4484-113	c__JAJVIF01	o__	f__	g__	s__
saltmarsh	bin_212	65526.18	90509.83333	151483.1	NA	NA	87747.27333	60254.80667	NA	NA	3666.48	3491.1	2670.093333	2526.426667	NA	42.95766309	66.83	0	0	d__Bacteria	p__Patescibacteria	c__ABY1	o__JAHJFT01	f__JAHJFT01	g__	s__
saltmarsh	bin_213	9057.233333	10356.84	4361.666667	NA	NA	747642.62	637240.1533	NA	NA	23333.40667	144206.88	78800.86667	39443.86	NA	59.87991679	77.93	1.72	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Thioclava	s__Thioclava sp016937195
saltmarsh	bin_214	45011.39333	81570	294795.4133	NA	NA	22772.48	17481.84	NA	NA	51549.12667	53147	40221.34	53887.86667	NA	63.83437916	90.91	5.76	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__PWVB01	s__
saltmarsh	bin_215	34435.75333	51494.84	85390.94667	NA	NA	53186.48667	32293.31333	NA	NA	11729.68667	45463.36667	45646.82	16543.77333	NA	68.8467173	88.76	1.33	33.33	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__IMCC34051	s__
saltmarsh	bin_216	32021.84	27911.72	1010.866667	NA	NA	570074.7933	415167.0667	NA	NA	5670.44	49695.98667	32033.44667	1464.366667	NA	57.20665212	93.05	7.45	95	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__
saltmarsh	bin_217	71.84	32.30666667	163767.28	NA	NA	44.10666667	34.13333333	NA	NA	14789.06667	10330.31333	7750.64	11381.68	NA	53.70878909	88.68	1.72	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RZYC01	f__	g__	s__
saltmarsh	bin_218	106613.2067	126568.7933	238865.2067	NA	NA	107472.78	35320.84	NA	NA	10789.84	4147.12	3868.413333	23001.66	NA	60.86967996	87.5	6.16	28.57	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__PLanc-01	s__
saltmarsh	bin_219	50277.24	33547.01333	4446.7	NA	NA	31727.18	14036.17333	NA	NA	1591.22	508.2466667	606.1533333	1968.84	NA	43.86384065	58.61	6.98	0	d__Bacteria	p__Marinisomatota	c__UBA2242	o__UBA2242	f__UBA2242	g__	s__
saltmarsh	bin_22	6313.48	8358.086667	20680.6	NA	NA	6666.606667	7060.193333	NA	NA	2206.666667	2073.826667	2149.04	3375.28	NA	39.72501693	58.84	1.72	0	d__Bacteria	p__Patescibacteria	c__WWE3	o__UBA101185	f__UBA10185	g__JAFGOI01	s__
saltmarsh	bin_23	36636.28667	40174.67333	18705.92	NA	NA	26828.07333	21233.34	NA	NA	124569.68	132721.4067	135165.5667	118007.4	NA	56.64955411	76.42	2.63	23.53	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA9214	f__UBA9214	g__UBA9214	s__
